Marker_ID	PDI	PIC	PE
CI01000198_165587_165639	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000198_166768_166864	4.8893596310755	0.49179999999999996	0.42703399999999964
CI01000172_88358_88527	6.2547236990991415	0.5349999999999999	0.5233459999999999
CI01000049_3944879_3944990	4.770329263630466	0.6453999999999999	0.6149299999999999
CI01000049_3945038_3945070	4.669693845669907	0.5811999999999999	0.5534839999999998
CI01000049_3945169_3945319	4.770329263630466	0.6453999999999999	0.6149299999999999
CI01000049_3945348_3945368	5.549038105676658	0.5478000000000001	0.48594600000000016
CI01000049_3945544_3945742	4.212404711500734	0.6756	0.6717480000000002
CI01000354_1611731_1611937	10.0	0.16379999999999983	0.14387400000000028
CI01000354_1612093_1612454	10.0	0.16379999999999983	0.14387400000000028
CI01000354_1613215_1613281	6.0	0.3141999999999997	0.2994739999999997
CI01000354_1613456_1613800	6.0	0.3141999999999997	0.2994739999999997
CI01000299_5945969_5946135	2.985568497938051	0.8442	0.8808060000000001
CI01000046_5849379_5849571	4.669693845669907	0.5811999999999999	0.5534839999999998
CI01000046_5849070_5849188	4.510376291383092	0.6419999999999999	0.6500760000000001
CI01000030_8486294_8486609	5.784116651786604	0.5811999999999999	0.5534839999999998
CI01000030_8486807_8487028	4.7722082634518	0.6453999999999999	0.6149299999999999
CI01000030_8487805_8487964	7.199999999999999	0.49179999999999996	0.42703399999999964
CI01000030_8487526_8487655	7.199999999999999	0.49179999999999996	0.42703399999999964
CI01000343_952929_953190	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000343_953203_953231	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000343_953286_953713	6.561552812808831	0.46620000000000006	0.4124340000000001
CI01000343_953856_953870	10.0	0.16379999999999983	0.14387400000000028
CI01000343_953885_954190	4.7722082634518	0.6453999999999999	0.6149299999999999
CI01000343_954232_954232	7.0	0.3318	0.2550659999999998
CI01000059_3278968_3278997	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000059_3279161_3279276	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000059_3281302_3281512	8.098076211353316	0.45000000000000007	0.4518359999999999
CI01000059_3281010_3281141	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000059_1850469_1850582	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000030_8164466_8164466	10.0	0.16379999999999983	0.14387400000000028
CI01000030_6972440_6972498	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000333_135635_135797	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000333_135949_136038	10.0	0.16379999999999983	0.14387400000000028
CI01000333_136146_137350	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000333_137379_137764	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000333_137860_137954	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000333_138032_138107	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000333_138244_138376	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000333_138526_138526	10.0	0.16379999999999983	0.14387400000000028
CI01000333_138718_138769	10.0	0.16379999999999983	0.14387400000000028
CI01000014_691259_691276	5.935415650406262	0.49179999999999996	0.42703399999999986
CI01000014_691412_691686	5.345201123571248	0.5957999999999999	0.5616179999999997
CI01000014_692659_692659	8.449489742783179	0.36479999999999996	0.27494399999999974
CI01000014_693369_693369	10.0	0.2687999999999997	0.21657599999999977
CI01000319_5628406_5628406	10.0	0.16379999999999983	0.14387400000000028
CI01000059_7260187_7260298	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000059_7260403_7260580	5.58055246225798	0.4500000000000001	0.4518360000000001
CI01000356_729676_729898	5.549038105676658	0.5478000000000001	0.48594600000000016
CI01000356_730070_730269	4.669693845669907	0.5811999999999999	0.5534839999999998
CI01000356_730952_731036	5.549038105676658	0.5478000000000001	0.48594600000000016
CI01000178_351298_351317	6.913885795591314	0.4102000000000001	0.3761060000000004
CI01000178_352169_352253	6.2547236990991415	0.535	0.5233460000000002
CI01000146_2139402_2139450	8.85941170815567	0.46620000000000006	0.4124340000000001
CI01000146_2140821_2141020	6.857571387436469	0.6453999999999999	0.6149299999999999
CI01000146_2141652_2141911	6.825741858350554	0.6918	0.6654419999999998
CI01000112_2848878_2848878	10.0	0.2687999999999997	0.21657599999999977
CI01000112_2849900_2850167	5.935415650406262	0.49179999999999996	0.42703399999999986
CI01000112_2851301_2851301	10.0	0.2687999999999997	0.21657599999999977
CI01000037_2738842_2739377	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000030_8160000_8160030	7.199999999999999	0.49179999999999996	0.42703399999999964
CI01000037_2052263_2052468	5.345201123571249	0.5957999999999999	0.5616179999999997
CI01000037_2052577_2052934	5.345201123571249	0.5957999999999999	0.5616179999999997
CI01000037_2053007_2053126	7.199999999999999	0.49179999999999996	0.42703399999999986
CI01000037_2053276_2053303	5.935415650406262	0.49179999999999996	0.42703399999999986
CI01000026_3730297_3730372	4.179795897113271	0.6101999999999999	0.590106
CI01000026_3730463_3730710	3.846886175753644	0.7299999999999999	0.7521799999999998
CI01000026_3731277_3731406	5.224744871391589	0.5349999999999999	0.5233459999999999
CI01000026_3731586_3731776	5.729019945774904	0.49919999999999987	0.4527359999999996
CI01000026_3731840_3732102	5.1573786516665265	0.6419999999999999	0.6500759999999995
CI01000026_3732103_3732450	5.729019945774904	0.49919999999999987	0.4527359999999996
CI01000026_3732966_3733034	5.729019945774904	0.49919999999999987	0.4527359999999996
CI01000024_59936_60087	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000021_5541035_5541113	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000021_5541265_5541265	10.0	0.2687999999999997	0.21657599999999977
CI01000021_5542437_5542506	10.424539498498568	0.3318	0.2550659999999998
CI01000021_5542096_5542241	7.121320343559642	0.5478000000000001	0.48594600000000016
CI01000316_1055015_1055372	9.121320343559642	0.49919999999999987	0.4527359999999996
CI01000306_9120159_9120912	9.121320343559642	0.49919999999999987	0.4527359999999996
CI01000306_9121105_9121207	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000306_9121383_9121502	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000306_9121538_9121633	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000306_9122591_9122672	8.098076211353316	0.45000000000000007	0.4518359999999999
CI01000306_9122780_9122780	10.0	0.2687999999999997	0.21657599999999977
CI01000024_6387720_6387884	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000024_6387911_6388358	8.098076211353316	0.45000000000000007	0.4518359999999999
CI01000024_6388408_6388480	6.2547236990991415	0.5349999999999999	0.5233459999999999
CI01000024_6388669_6388669	10.0	0.16379999999999983	0.14387400000000028
CI01000024_6388697_6388974	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000024_6388981_6389394	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000024_6389456_6389485	10.0	0.2687999999999997	0.21657599999999977
CI01000243_259327_259504	4.143611445636528	0.73	0.7521800000000001
CI01000243_259021_259193	2.9855684979380506	0.8442	0.8808060000000001
CI01000140_1440672_1440766	4.5634674157141655	0.7014	0.7029299999999999
CI01000070_1231367_1231455	7.890769151667335	0.6101999999999999	0.590106
CI01000070_1231568_1231629	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000070_1231828_1232086	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000070_1232459_1232540	8.2	0.49179999999999996	0.42703399999999986
CI01000057_4042309_4042448	6.265277174437573	0.6101999999999999	0.5901059999999999
CI01000053_6936136_6936138	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000047_3232335_3232372	6.561552812808831	0.46620000000000006	0.4124340000000001
CI01000031_152753_152753	10.0	0.36479999999999996	0.27494399999999974
CI01000031_153284_153348	5.233854039572142	0.6918	0.6654419999999998
CI01000031_152933_153156	7.686207128103948	0.5349999999999999	0.5233459999999999
CI01000030_9686597_9686597	7.0	0.3318	0.2550659999999998
CI01000320_3091008_3091322	10.0	0.16379999999999983	0.14387400000000028
CI01000271_14945_15081	4.44629120066228	0.6756	0.6717480000000002
CI01000271_15748_15840	5.784116651786604	0.5811999999999999	0.5534839999999998
CI01000271_16391_16532	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000271_17007_17130	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000136_1839128_1840241	5.345201123571249	0.5957999999999999	0.5616179999999997
CI01000136_1840781_1840954	7.199999999999999	0.49179999999999996	0.42703399999999986
CI01000095_3139593_3139614	5.956465996625053	0.5862	0.5141460000000002
CI01000095_3139392_3139402	10.424539498498568	0.3318	0.2550659999999998
CI01000004_229386_229386	8.449489742783179	0.36479999999999996	0.27494399999999974
CI01000004_229813_229813	10.0	0.16379999999999983	0.14387400000000028
CI01000004_229979_230082	6.561552812808831	0.46620000000000006	0.4124340000000001
CI01000004_232222_232222	8.449489742783179	0.36479999999999996	0.27494399999999974
CI01097002_4589_4799	3.8164965809277263	0.7446	0.7453619999999999
CI01086133_3416_3416	8.449489742783179	0.36479999999999996	0.27494399999999974
CI01000422_71830_71830	10.0	0.2687999999999997	0.21657599999999977
CI01000316_604940_605011	7.942273991752204	0.5811999999999999	0.5534839999999998
CI01000316_605130_605369	9.16110492451596	0.49179999999999996	0.42703399999999964
CI01000246_96409_96409	8.449489742783179	0.36479999999999996	0.27494399999999974
CI01000246_97411_97557	10.0	0.2687999999999997	0.21657599999999977
CI01000246_98633_98633	10.0	0.2687999999999997	0.21657599999999977
CI01000246_98416_98484	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000149_246126_246270	4.307814401585445	0.7204	0.7169
CI01000149_247447_247590	3.0786893258332633	0.7978	0.8288059999999997
CI01000149_247661_247723	8.098076211353316	0.45000000000000007	0.4518359999999999
CI01000149_247742_247776	7.281934729198172	0.46620000000000006	0.4124340000000001
CI01000143_755812_756051	5.66415866295336	0.6419999999999999	0.6500759999999995
CI01000138_302462_302599	4.896662954709576	0.6453999999999999	0.6149299999999998
CI01000138_303063_303120	8.85941170815567	0.46620000000000006	0.4124340000000001
CI01000138_304486_304486	10.0	0.2687999999999997	0.21657599999999977
CI01000057_2161733_2161739	9.121320343559642	0.49919999999999987	0.4527359999999996
CI01000057_2161547_2161675	6.535430821146232	0.5811999999999999	0.5534839999999998
CI01000028_6400499_6400696	3.900520706238808	0.6756	0.6717480000000002
CI01000028_6400727_6400727	8.449489742783179	0.36479999999999996	0.27494399999999974
CI01000028_6401325_6401612	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000028_6401654_6401837	3.900520706238808	0.6756	0.6717480000000002
CI01000028_6401965_6402198	5.784116651786604	0.5811999999999999	0.5534839999999998
CI01000028_6402396_6402396	8.449489742783179	0.36479999999999996	0.27494399999999974
CI01000026_8101198_8101289	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000321_5106024_5106071	7.3893596310755	0.4992000000000001	0.45273600000000014
CI01000316_458566_458589	10.0	0.16379999999999983	0.14387400000000028
CI01000316_459942_460153	4.972001749780403	0.6756	0.6717480000000002
CI01000316_460167_460167	10.0	0.16379999999999983	0.14387400000000028
CI01000190_67627_67673	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000190_67830_67830	10.0	0.2687999999999997	0.21657599999999977
CI01000190_67985_68032	10.0	0.2687999999999997	0.21657599999999977
CI01000190_68219_68476	4.7120504091024555	0.7482	0.7640219999999999
CI01000059_9723108_9723320	8.098076211353316	0.45000000000000007	0.4518359999999999
CI01000059_9723429_9723808	8.098076211353316	0.45000000000000007	0.4518359999999999
CI01000059_9723863_9723891	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000059_9723901_9724361	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000046_472435_472569	5.58055246225798	0.4500000000000001	0.4518360000000001
CI01000046_474717_474759	8.82842712474619	0.3141999999999997	0.2994739999999997
CI01000016_6155127_6155353	10.0	0.16379999999999983	0.14387400000000028
CI01000016_6157232_6157232	10.0	0.16379999999999983	0.14387400000000028
CI01000013_7424552_7424642	9.449489742783179	0.5478000000000001	0.48594600000000016
CI01078274_1842_1845	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000562_8624_8788	7.942273991752204	0.5811999999999999	0.5534839999999998
CI01000562_8963_9004	6.265277174437573	0.6101999999999999	0.590106
CI01000562_9695_9754	6.535430821146232	0.5811999999999999	0.5534839999999998
CI01000373_38395_38577	5.267715410573116	0.6719999999999999	0.649344
CI01000373_38592_38830	4.812634277664973	0.7446	0.7453619999999999
CI01000373_39364_39529	5.267715410573116	0.6719999999999999	0.649344
CI01000373_40295_40295	10.0	0.2687999999999997	0.21657599999999977
CI01000329_1102666_1102677	8.85941170815567	0.46620000000000006	0.4124340000000001
CI01000319_236275_236401	8.85941170815567	0.46620000000000006	0.4124340000000001
CI01000319_236430_236562	8.2	0.49179999999999996	0.42703399999999986
CI01000304_16563120_16563189	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000304_16563807_16564340	8.781088913245535	0.4102000000000001	0.37610600000000016
CI01000243_257316_257438	3.846886175753644	0.73	0.7521800000000001
CI01000239_70242_70450	6.5444165269036	0.6659999999999999	0.6317639999999999
CI01000167_436484_436712	4.8893596310755	0.6101999999999999	0.5901059999999999
CI01000167_437829_437921	6.229019945774904	0.6918	0.6654419999999998
CI01000167_438328_438328	10.0	0.2687999999999997	0.21657599999999977
CI01000062_969382_969382	10.0	0.2687999999999997	0.21657599999999977
CI01000059_7218118_7218262	7.281934729198172	0.46620000000000006	0.4124340000000001
CI01000023_486997_487283	7.199999999999999	0.49179999999999996	0.42703399999999986
