par_num	mar_num	time
100	1000	494.13
100	1000	497.36
100	1000	486.77
100	1000	494.42
100	1000	488.05
100	1000	499.14
100	1000	490.71
100	1000	509.04
100	1000	486.92
100	1000	492.94
100	1000	489.28
100	1000	491.23
100	1000	492.65
100	1000	495.91
100	1000	497.13
100	1000	496.25
100	1000	494.61
100	1000	493.31
100	1000	490.74
100	1000	492.04
100	1000	489.34
100	1000	497
100	1000	499.63
100	1000	493.78
100	1000	491.11
100	1000	495.17
100	1000	495.23
100	1000	501.8
100	1000	491.22
100	1000	497.77
100	1000	494.58
100	1000	488.43
100	1000	488.53
100	1000	494.82
100	1000	497.84
100	1000	487.21
100	1000	493.19
100	1000	493.87
100	1000	497.58
100	1000	493.17
100	1000	492.94
100	1000	488.57
100	1000	490.2
100	1000	495.57
100	1000	491.42
100	1000	491.67
100	1000	490.14
100	1000	490.81
100	1000	500.02
100	1000	493.55
100	1000	491.92
100	1000	488.38
100	1000	490.12
100	1000	490.45
100	1000	488.74
100	1000	491.44
100	1000	492.78
100	1000	498.64
100	1000	495.39
100	1000	495.36
100	1000	499.69
100	1000	494.5
100	1000	497.48
100	1000	498.54
100	1000	490.67
100	1000	495.96
100	1000	491.19
100	1000	487.45
100	1000	498.42
100	1000	491.87
100	1000	493.65
100	1000	499.07
100	1000	495.5
100	1000	499.44
100	1000	499.15
100	1000	488.55
100	1000	499.18
100	1000	491.31
100	1000	495.65
100	1000	491.2
100	1000	493.12
100	1000	490.5
100	1000	496.54
100	100	51
100	100	51.7
100	100	51.87
100	100	50.78
100	100	51.59
100	100	51.01
100	100	52.28
100	100	51.76
100	100	51.91
100	100	51.82
100	100	52.87
100	100	51.75
100	100	51.99
100	100	51.76
100	100	51.67
100	100	52.28
100	100	52.4
100	100	52.15
100	100	52.55
100	100	51.34
100	100	51.27
100	100	51.85
100	100	52.05
100	100	52.86
100	100	51.58
100	100	51.84
100	100	51.94
100	100	52.5
100	100	51.82
100	100	51.72
100	100	52.39
100	100	51.23
100	100	51.18
100	100	52.55
100	100	52.31
100	100	51.9
100	100	51.68
100	100	51.55
100	100	52.67
100	100	51.62
100	100	53.63
100	100	52.31
100	100	51.55
100	100	51.36
100	100	53.92
100	100	51.11
100	100	52.07
100	100	51.76
100	100	52.28
100	100	51.89
100	100	50.93
100	100	51.62
100	100	53.24
100	100	51.57
100	100	52.22
100	100	52.22
100	100	51.47
100	100	52.37
100	100	50.96
100	100	52.11
100	100	51.32
100	100	51.56
100	100	51.57
100	100	51.51
100	100	52.2
100	100	51.43
100	100	53.02
100	100	51.99
100	100	52.82
100	100	51.54
100	100	51.52
100	100	51.1
100	100	52.33
100	100	51.79
100	100	51.31
100	100	51.29
100	100	51.26
100	100	51.67
100	100	51.58
100	100	51.55
100	100	52.65
100	100	50.79
100	100	50.97
100	100	51.57
100	100	51.61
100	100	51.53
100	100	51.68
100	100	51.49
100	100	52.09
100	100	51
100	100	52.72
100	100	51.49
100	100	51.35
100	100	51.89
100	100	51.33
100	100	52.05
100	100	51.29
100	100	51.28
100	100	50.78
100	100	53.73
100	2500	1228.94
100	2500	1227.44
100	2500	1230.64
100	2500	1222.92
100	2500	1231.2
100	2500	1225.54
100	2500	1223.6
100	2500	1229.53
100	2500	1240.32
100	2500	1218.52
100	2500	1238.07
100	2500	1235.46
100	2500	1225.94
100	2500	1235.01
100	2500	1214.63
100	2500	1229.95
100	2500	1230.68
100	2500	1228.87
100	2500	1232.41
100	2500	1217.16
100	2500	1228
100	2500	1228.96
100	2500	1239.37
100	2500	1230.49
100	2500	1237.53
100	2500	1232.59
100	2500	1225.98
100	2500	1223.34
100	2500	1240.92
100	2500	1222.29
100	2500	1221.5
100	2500	1240.65
100	2500	1238.79
100	2500	1235.54
100	2500	1229.35
100	2500	1243.71
100	2500	1254.15
100	2500	1224.36
100	2500	1220.32
100	2500	1219.11
100	2500	1233.05
100	2500	1231.87
100	2500	1244
100	2500	1240.77
100	2500	1232.93
100	2500	1222.61
100	2500	1233.84
100	2500	1217.15
100	2500	1225.37
100	2500	1285.02
100	2500	1228.38
100	2500	1332.01
100	2500	1332.57
100	2500	1313
100	2500	1274.94
100	2500	1216.36
100	2500	1312.7
100	2500	1237.71
100	2500	1235.1
100	2500	1225.03
100	2500	1232.33
100	2500	1243.94
100	2500	1288.07
100	2500	1307.91
100	2500	1292.7
100	2500	1287.51
100	2500	1238.82
100	2500	1278.5
100	2500	1252.42
100	2500	1237.46
100	2500	1224.55
100	2500	1223.02
100	2500	1247.19
100	2500	1232.92
100	2500	1223.84
100	2500	1218.9
100	2500	1212.88
100	2500	1231.4
100	2500	1232.64
100	2500	1223.41
100	2500	1225.32
100	2500	1223.43
100	2500	1237.67
100	2500	1220.97
100	2500	1250.25
100	2500	1228.72
100	2500	1239.27
100	2500	1238.72
100	2500	1245.13
100	2500	1265.64
100	2500	1226.67
100	2500	1222.39
100	2500	1224.59
100	2500	1229.05
100	2500	1220.48
100	2500	1229.78
100	2500	1216.38
100	2500	1227.31
100	2500	1229.09
100	2500	1224.8
100	5000	2470.61
100	5000	2441.24
100	5000	2467.19
100	5000	2494.4
100	5000	2467.95
100	5000	2451.56
100	5000	2467.51
100	5000	2454.61
100	5000	2478.45
100	5000	2480.9
100	5000	2472.8
100	5000	2436.6
100	5000	2473.39
100	5000	2449.66
100	5000	2454.97
100	5000	2454.51
100	5000	2449.67
100	5000	2472.12
100	5000	2475.13
100	5000	2452.41
100	5000	2553.22
100	5000	2579.18
100	5000	2493.22
100	5000	2573.78
100	5000	2452.39
100	5000	2451.99
100	5000	2499.59
100	5000	2624.73
100	5000	2584.21
100	5000	2480.36
100	5000	2462.64
100	5000	2464.49
100	5000	2445.28
100	5000	2469.42
100	5000	2452.83
100	5000	2430.3
100	5000	2467.68
100	5000	2433.89
100	5000	2510.74
100	5000	2431.36
100	5000	2449.07
100	5000	2472.79
100	5000	2451.81
100	5000	2450.18
100	5000	2453.65
100	5000	2446.77
100	5000	2451.59
100	5000	2447.06
100	5000	2453.03
100	5000	2458.83
100	5000	2439.8
100	5000	2464.72
100	5000	2472.61
100	5000	2451.82
100	5000	2461.02
100	5000	2448.66
100	5000	2497.51
100	5000	2458.77
100	5000	2440.83
100	5000	2473.41
100	5000	2472.56
100	5000	2434.64
100	5000	2469.12
100	5000	2456.14
100	5000	2465.38
100	5000	2481.7
100	5000	2444.82
100	5000	2464.07
100	5000	2459.33
100	5000	2458.78
100	5000	2461.59
100	5000	2453.64
100	5000	2440.56
100	5000	2460.99
100	5000	2431.78
100	5000	2415.26
100	5000	2447.84
100	5000	2420.11
100	5000	2447.03
100	5000	2454.22
100	5000	2468.05
100	5000	2424.25
100	5000	2449.92
100	5000	2459.09
100	5000	2468.28
100	5000	2474.86
100	5000	2470.34
100	5000	2462.35
100	5000	2474.14
100	5000	2455.23
100	5000	2463.16
100	5000	2455.11
100	5000	2445.5
100	5000	2475.48
100	5000	2466.04
100	5000	2432.77
100	5000	2437.68
100	5000	2449.34
100	5000	2449.72
100	5000	2426.18
10	10000	263.57
10	10000	265.94
10	10000	264.85
10	10000	262.02
10	10000	263.73
10	10000	265.08
10	10000	265.99
10	10000	264.61
10	10000	262.66
10	10000	263.95
10	10000	263.54
10	10000	267.39
10	10000	262.41
10	10000	264.25
10	10000	263.08
10	10000	264.59
10	10000	261.64
10	10000	265.05
10	10000	263.69
10	10000	263.19
10	10000	260.92
10	10000	260.75
10	10000	266.95
10	10000	264.28
10	10000	263.45
10	10000	261.59
10	10000	261.73
10	10000	264.06
10	10000	268.66
10	10000	263.89
10	10000	267.62
10	10000	261.35
10	10000	259.06
10	10000	267.83
10	10000	264.12
10	10000	270.05
10	10000	265.64
10	10000	268.1
10	10000	261.26
10	10000	264.41
10	10000	262.29
10	10000	266.53
10	10000	263.75
10	10000	260.97
10	10000	263.85
10	10000	259.25
10	10000	264.13
10	10000	260.61
10	10000	263.23
10	10000	262.36
10	10000	262.98
10	10000	263.09
10	10000	258.49
10	10000	262.74
10	10000	261.79
10	10000	264.9
10	10000	263.17
10	10000	262.36
10	10000	270.87
10	10000	263.53
10	10000	264.67
10	10000	263.61
10	10000	262.37
10	10000	260.57
10	10000	264.71
10	10000	264.43
10	10000	261.9
10	10000	263.78
10	10000	261.8
10	10000	261.64
10	10000	262.31
10	10000	269.31
10	10000	261.81
10	10000	264.24
10	10000	263.97
10	10000	262.11
10	10000	274.21
10	10000	264.02
10	10000	261.46
10	10000	261.62
10	10000	262.91
10	10000	264.16
10	10000	261.81
10	10000	261.22
10	10000	261.98
10	10000	261.99
10	10000	261.93
10	10000	263.08
10	10000	263.89
10	10000	260.96
10	10000	267.57
10	10000	262.69
10	10000	261.47
10	10000	262.33
10	10000	264.16
10	10000	263.07
10	10000	265.76
10	10000	263.19
10	10000	261.8
10	10000	268.46
10	1000	26.99
10	1000	26.9
10	1000	26.7
10	1000	26.95
10	1000	26.88
10	1000	27.51
10	1000	26.96
10	1000	26.59
10	1000	26.94
10	1000	26.57
10	1000	27.39
10	1000	26.73
10	1000	27.08
10	1000	26.83
10	1000	26.94
10	1000	26.59
10	1000	27.28
10	1000	26.97
10	1000	26.86
10	1000	27.09
10	1000	26.77
10	1000	26.78
10	1000	27.12
10	1000	26.8
10	1000	27.07
10	1000	27.13
10	1000	27.07
10	1000	26.6
10	1000	26.89
10	1000	26.46
10	1000	26.84
10	1000	26.62
10	1000	26.87
10	1000	26.77
10	1000	27.05
10	1000	27.02
10	1000	27.14
10	1000	26.61
10	1000	26.92
10	1000	26.67
10	1000	26.58
10	1000	26.75
10	1000	27.96
10	1000	26.95
10	1000	27
10	1000	26.75
10	1000	26.64
10	1000	27.21
10	1000	26.32
10	1000	26.94
10	1000	26.55
10	1000	26.26
10	1000	26.63
10	1000	26.47
10	1000	26.93
10	1000	26.91
10	1000	27.27
10	1000	26.7
10	1000	26.98
10	1000	26.58
10	1000	27.02
10	1000	26.48
10	1000	27.04
10	1000	26.91
10	1000	27.01
10	1000	26.49
10	1000	27.76
10	1000	26.78
10	1000	26.48
10	1000	26.83
10	1000	26.97
10	1000	27.2
10	1000	26.37
10	1000	26.74
10	1000	26.74
10	1000	26.86
10	1000	26.85
10	1000	26.75
10	1000	27.04
10	1000	26.5
10	1000	26.18
10	1000	26.34
10	1000	26.93
10	1000	27.4
10	1000	26.69
10	1000	27.36
10	1000	26.96
10	1000	26.69
10	1000	26.76
10	1000	26.98
10	1000	27.84
10	1000	26.46
10	1000	26.99
10	1000	26.99
10	1000	26.5
10	1000	27.35
10	1000	26.41
10	1000	26.76
10	1000	28.09
10	1000	27
10	100	3.07
10	100	3.17
10	100	2.84
10	100	3.05
10	100	2.8
10	100	2.93
10	100	3.04
10	100	2.83
10	100	3.03
10	100	2.89
10	100	2.9
10	100	2.79
10	100	2.86
10	100	2.81
10	100	2.77
10	100	2.92
10	100	2.89
10	100	2.78
10	100	3.01
10	100	3.04
10	100	2.92
10	100	2.87
10	100	3.15
10	100	2.86
10	100	2.78
10	100	3.09
10	100	3.06
10	100	3.03
10	100	3.03
10	100	2.77
10	100	3.04
10	100	3.02
10	100	2.79
10	100	2.9
10	100	3
10	100	2.76
10	100	3.04
10	100	3.04
10	100	3.01
10	100	2.79
10	100	3.02
10	100	3.06
10	100	2.97
10	100	2.88
10	100	2.98
10	100	2.76
10	100	2.83
10	100	3.06
10	100	2.79
10	100	2.76
10	100	3.02
10	100	3.08
10	100	2.75
10	100	3.06
10	100	2.85
10	100	3.04
10	100	2.79
10	100	3.09
10	100	2.94
10	100	2.87
10	100	3.02
10	100	2.92
10	100	3.11
10	100	2.89
10	100	2.81
10	100	3.01
10	100	2.8
10	100	3.17
10	100	3.07
10	100	3.1
10	100	3.03
10	100	3.01
10	100	3.04
10	100	3.06
10	100	3.09
10	100	3.09
10	100	3.01
10	100	2.79
10	100	3.12
10	100	3.02
10	100	2.96
10	100	3.21
10	100	3.1
10	100	2.76
10	100	3.11
10	100	3.07
10	100	3.02
10	100	2.93
10	100	2.85
10	100	3.02
10	100	3.16
10	100	2.79
10	100	3.04
10	100	3.04
10	100	3.09
10	100	3.03
10	100	3.03
10	100	3.07
10	100	2.84
10	100	3.07
10	2500	66.91
10	2500	67.19
10	2500	65.52
10	2500	69.28
10	2500	67.89
10	2500	66.42
10	2500	65.9
10	2500	65.94
10	2500	66.48
10	2500	66.18
10	2500	67.38
10	2500	67.29
10	2500	65.83
10	2500	65.15
10	2500	66.15
10	2500	66.71
10	2500	66.66
10	2500	65.56
10	2500	66.51
10	2500	66.96
10	2500	66.38
10	2500	66.66
10	2500	67.19
10	2500	66.35
10	2500	66.38
10	2500	66.35
10	2500	66.5
10	2500	67.41
10	2500	66.46
10	2500	65.77
10	2500	66.48
10	2500	66.12
10	2500	66.24
10	2500	66.75
10	2500	66.56
10	2500	65.55
10	2500	67.28
10	2500	66.49
10	2500	66.5
10	2500	67.1
10	2500	65.45
10	2500	65.73
10	2500	65.5
10	2500	66.22
10	2500	67.01
10	2500	65.98
10	2500	66.1
10	2500	66.22
10	2500	66.31
10	2500	66.53
10	2500	67.06
10	2500	66.4
10	2500	65.78
10	2500	66.6
10	2500	66.01
10	2500	65.88
10	2500	65.53
10	2500	66.53
10	2500	67.09
10	2500	66.64
10	2500	66.2
10	2500	65.72
10	2500	66.17
10	2500	65.74
10	2500	66.95
10	2500	66.2
10	2500	66.64
10	2500	66.55
10	2500	66.74
10	2500	67.87
10	2500	66.61
10	2500	66.45
10	2500	65.98
10	2500	67.64
10	2500	65.49
10	2500	66.11
10	2500	65.86
10	2500	67.86
10	2500	66.92
10	2500	66.89
10	2500	66.73
10	2500	65.34
10	2500	65.92
10	2500	67.29
10	2500	66.65
10	2500	66.99
10	2500	65.74
10	2500	66.7
10	2500	69.13
10	2500	66.3
10	2500	65.65
10	2500	67.68
10	2500	65.39
10	2500	65.39
10	2500	65.82
10	2500	65.45
10	2500	68.5
10	2500	66.65
10	2500	66.55
10	2500	67.98
10	5000	131.27
10	5000	130.19
10	5000	132.73
10	5000	133.1
10	5000	132.61
10	5000	131.6
10	5000	134.44
10	5000	131.34
10	5000	132.23
10	5000	131.24
10	5000	132.39
10	5000	132.72
10	5000	130.79
10	5000	132.25
10	5000	133.34
10	5000	131.41
10	5000	132.31
10	5000	131.35
10	5000	137.23
10	5000	132.46
10	5000	132.18
10	5000	134.47
10	5000	136.09
10	5000	132.23
10	5000	132.9
10	5000	132.28
10	5000	133.9
10	5000	130.96
10	5000	131.2
10	5000	133.41
10	5000	132.76
10	5000	132.16
10	5000	132
10	5000	133.96
10	5000	131.99
10	5000	133.25
10	5000	132.58
10	5000	130.93
10	5000	130.86
10	5000	131.17
10	5000	133.06
10	5000	132.58
10	5000	131.42
10	5000	131.59
10	5000	132.54
10	5000	132.01
10	5000	130.61
10	5000	133.85
10	5000	131.13
10	5000	133.97
10	5000	131.09
10	5000	130.96
10	5000	132.55
10	5000	131.81
10	5000	130.56
10	5000	132
10	5000	131.39
10	5000	135.97
10	5000	132.37
10	5000	131.21
10	5000	135.25
10	5000	131.38
10	5000	132
10	5000	131.54
10	5000	137.93
10	5000	131.53
10	5000	131.02
10	5000	131.88
10	5000	130.46
10	5000	139.5
10	5000	131.27
10	5000	132.03
10	5000	132.95
10	5000	131.77
10	5000	130.23
10	5000	130.54
10	5000	136
10	5000	132.77
10	5000	130.68
10	5000	131.84
10	5000	131.48
10	5000	131.36
10	5000	131.54
10	5000	131.37
10	5000	132.4
10	5000	136.65
10	5000	131.09
10	5000	135.73
10	5000	133.76
10	5000	131.22
10	5000	136.47
10	5000	130.81
10	5000	132.9
10	5000	130.93
10	5000	130.64
10	5000	131.98
10	5000	130.72
10	5000	132.1
10	5000	130.46
10	5000	133.99
30	10000	1088.75
30	10000	1088.94
30	10000	1076.43
30	10000	1090.36
30	10000	1072.57
30	10000	1077.08
30	10000	1098.44
30	10000	1081.49
30	10000	1069.61
30	10000	1090.31
30	10000	1113.59
30	10000	1097.93
30	10000	1078.09
30	10000	1078.01
30	10000	1085.69
30	10000	1086.27
30	10000	1087.37
30	10000	1088.53
30	10000	1085.14
30	10000	1074.89
30	10000	1093.95
30	10000	1079.57
30	10000	1089.74
30	10000	1073.15
30	10000	1077.26
30	10000	1071.36
30	10000	1085.52
30	10000	1080.45
30	10000	1075.21
30	10000	1083.95
30	10000	1077.38
30	10000	1080.09
30	10000	1075.02
30	10000	1081.37
30	10000	1092.98
30	10000	1090.53
30	10000	1083.67
30	10000	1072.09
30	10000	1082.03
30	10000	1077.81
30	10000	1071.61
30	10000	1090.6
30	10000	1073.87
30	10000	1075.96
30	10000	1091.34
30	10000	1074.03
30	10000	1079.98
30	10000	1088.64
30	10000	1094.82
30	10000	1102.83
30	10000	1081.8
30	10000	1095.67
30	10000	1100.77
30	10000	1086.01
30	10000	1075.68
30	10000	1085.46
30	10000	1073.37
30	10000	1082.86
30	10000	1078.85
30	10000	1147.26
30	10000	1131.55
30	10000	1170.04
30	10000	1149.43
30	10000	1160.42
30	10000	1121.51
30	10000	1090.01
30	10000	1079.39
30	10000	1073.47
30	10000	1071.19
30	10000	1074.19
30	10000	1084.11
30	10000	1109.74
30	10000	1161.47
30	10000	1139.55
30	10000	1127.01
30	10000	1127.63
30	10000	1118.45
30	10000	1080.45
30	10000	1091.78
30	10000	1083.31
30	10000	1075.41
30	10000	1088
30	10000	1080.64
30	10000	1095.21
30	10000	1079.46
30	10000	1078.19
30	10000	1083.42
30	10000	1064.12
30	10000	1090.34
30	10000	1075.23
30	10000	1073.75
30	10000	1077.22
30	10000	1096.86
30	10000	1071.11
30	10000	1078.78
30	10000	1070.12
30	10000	1069.64
30	10000	1079.07
30	10000	1080.93
30	10000	1085.84
30	1000	111.57
30	1000	109.55
30	1000	108.98
30	1000	110.76
30	1000	110.1
30	1000	108.23
30	1000	109.98
30	1000	109.5
30	1000	109.51
30	1000	112.32
30	1000	108.92
30	1000	108.89
30	1000	109.27
30	1000	109.74
30	1000	110.34
30	1000	108.97
30	1000	109.72
30	1000	109.24
30	1000	108.07
30	1000	108.29
30	1000	108.16
30	1000	109.05
30	1000	107.37
30	1000	109.72
30	1000	109.51
30	1000	108.67
30	1000	109.21
30	1000	109.45
30	1000	109.19
30	1000	108.91
30	1000	108.9
30	1000	109.11
30	1000	109.39
30	1000	109.44
30	1000	109.43
30	1000	110.16
30	1000	109.71
30	1000	108.94
30	1000	109.18
30	1000	108.73
30	1000	108.88
30	1000	108.89
30	1000	110.8
30	1000	108.39
30	1000	110.57
30	1000	108.55
30	1000	109.38
30	1000	109.4
30	1000	107.22
30	1000	109.03
30	1000	108.34
30	1000	108.8
30	1000	109.19
30	1000	108.45
30	1000	108.95
30	1000	109.66
30	1000	108.55
30	1000	110.39
30	1000	107.93
30	1000	108.66
30	1000	107.37
30	1000	108.22
30	1000	108.85
30	1000	108.07
30	1000	108.23
30	1000	107.52
30	1000	107.69
30	1000	107.34
30	1000	107.77
30	1000	106.85
30	1000	108.14
30	1000	110.99
30	1000	108.15
30	1000	108.27
30	1000	108.36
30	1000	108.37
30	1000	109.58
30	1000	109.11
30	1000	109.04
30	1000	109.53
30	1000	109.98
30	1000	108.59
30	1000	107.2
30	1000	112.39
30	1000	108.66
30	1000	108.51
30	1000	109.73
30	1000	107.73
30	1000	110.5
30	1000	109.14
30	1000	107.73
30	1000	107.23
30	1000	108.26
30	1000	109.21
30	1000	111.19
30	1000	108.56
30	1000	107.92
30	1000	109.8
30	1000	107.32
30	1000	112.06
30	100	12.15
30	100	12.47
30	100	11.49
30	100	11.45
30	100	11.91
30	100	11.17
30	100	11.56
30	100	11.21
30	100	11.46
30	100	11.54
30	100	11.81
30	100	11.94
30	100	11.79
30	100	11.53
30	100	11.79
30	100	11.93
30	100	12.1
30	100	11.92
30	100	11.92
30	100	12.15
30	100	11.78
30	100	11.67
30	100	11.86
30	100	11.69
30	100	11.5
30	100	11.34
30	100	11.59
30	100	11.75
30	100	11.78
30	100	11.68
30	100	11.76
30	100	11.77
30	100	11.87
30	100	11.94
30	100	11.66
30	100	11.44
30	100	11.48
30	100	11.8
30	100	11.64
30	100	11.42
30	100	11.39
30	100	11.57
30	100	11.68
30	100	11.69
30	100	11.77
30	100	11.71
30	100	11.72
30	100	11.51
30	100	11.98
30	100	11.67
30	100	11.91
30	100	11.92
30	100	11.73
30	100	11.36
30	100	11.74
30	100	11.39
30	100	11.69
30	100	11.72
30	100	11.63
30	100	11.93
30	100	12.12
30	100	11.72
30	100	11.78
30	100	11.77
30	100	11.85
30	100	11.46
30	100	11.73
30	100	11.76
30	100	12.07
30	100	11.28
30	100	11.39
30	100	11.82
30	100	11.59
30	100	11.52
30	100	11.39
30	100	11.72
30	100	11.52
30	100	11.8
30	100	11.77
30	100	11.5
30	100	12.29
30	100	11.44
30	100	12.04
30	100	11.35
30	100	11.69
30	100	11.43
30	100	11.66
30	100	11.52
30	100	11.86
30	100	11.9
30	100	11.94
30	100	11.42
30	100	11.39
30	100	11.41
30	100	11.2
30	100	11.87
30	100	11.21
30	100	11.44
30	100	11.44
30	100	11.76
30	2500	266.97
30	2500	271.55
30	2500	270.36
30	2500	269.98
30	2500	272.47
30	2500	269.85
30	2500	272.83
30	2500	267.53
30	2500	272.43
30	2500	269.89
30	2500	271.42
30	2500	270.98
30	2500	278.17
30	2500	269.94
30	2500	271.02
30	2500	269.59
30	2500	271.92
30	2500	270.26
30	2500	269.44
30	2500	270.59
30	2500	268.1
30	2500	268.1
30	2500	273.16
30	2500	268.93
30	2500	268.83
30	2500	267.12
30	2500	274.44
30	2500	269.36
30	2500	269.69
30	2500	267.39
30	2500	268.92
30	2500	269.65
30	2500	266.73
30	2500	276.9
30	2500	267.97
30	2500	269.07
30	2500	268.64
30	2500	271.63
30	2500	270.3
30	2500	266.28
30	2500	269.21
30	2500	272.88
30	2500	272.63
30	2500	267.77
30	2500	272.54
30	2500	271.58
30	2500	271.32
30	2500	269.51
30	2500	267.53
30	2500	266.29
30	2500	268.57
30	2500	268.18
30	2500	267.28
30	2500	269.88
30	2500	271.31
30	2500	268.99
30	2500	274.05
30	2500	281.09
30	2500	272.35
30	2500	268.42
30	2500	267.4
30	2500	266.5
30	2500	268.83
30	2500	265.23
30	2500	270.3
30	2500	270.1
30	2500	269.28
30	2500	268.33
30	2500	270.71
30	2500	268.63
30	2500	269.76
30	2500	268.92
30	2500	272.34
30	2500	269.47
30	2500	267.71
30	2500	270.17
30	2500	271.2
30	2500	270.2
30	2500	268.52
30	2500	269.2
30	2500	270.41
30	2500	278.21
30	2500	270.45
30	2500	269.69
30	2500	270.5
30	2500	270.94
30	2500	268.14
30	2500	270.63
30	2500	269.76
30	2500	268.15
30	2500	269.91
30	2500	271.24
30	2500	268.34
30	2500	270.57
30	2500	267.66
30	2500	267.49
30	2500	272.77
30	2500	268.75
30	2500	268.93
30	2500	272.99
30	5000	536.79
30	5000	549.32
30	5000	538.66
30	5000	536.11
30	5000	539.54
30	5000	539.23
30	5000	535.23
30	5000	539.86
30	5000	537.46
30	5000	535.41
30	5000	555.35
30	5000	553.53
30	5000	534.07
30	5000	537.88
30	5000	541.63
30	5000	541.41
30	5000	541.13
30	5000	540.82
30	5000	538.18
30	5000	540.62
30	5000	538.29
30	5000	547.76
30	5000	541.55
30	5000	540.91
30	5000	536.46
30	5000	542.58
30	5000	538.59
30	5000	533.54
30	5000	548.44
30	5000	537.45
30	5000	538.43
30	5000	541.69
30	5000	537.76
30	5000	541.71
30	5000	535.12
30	5000	532.53
30	5000	554.64
30	5000	536.45
30	5000	539.66
30	5000	539.52
30	5000	548.26
30	5000	542.41
30	5000	543.09
30	5000	547.8
30	5000	546.88
30	5000	531.85
30	5000	544.56
30	5000	543.78
30	5000	538.91
30	5000	541.48
30	5000	533.06
30	5000	538.22
30	5000	539.9
30	5000	541.72
30	5000	539.32
30	5000	552.23
30	5000	544.78
30	5000	538.02
30	5000	538.73
30	5000	538.9
30	5000	533.45
30	5000	541.36
30	5000	545.56
30	5000	545.48
30	5000	535.12
30	5000	539.09
30	5000	541.18
30	5000	538.08
30	5000	537.22
30	5000	535.56
30	5000	538.21
30	5000	546.5
30	5000	535.73
30	5000	548.13
30	5000	537.3
30	5000	536.13
30	5000	539.33
30	5000	541.07
30	5000	535.55
30	5000	541.48
30	5000	542.97
30	5000	541.71
30	5000	544.46
30	5000	539.64
30	5000	539.86
30	5000	537.48
30	5000	545.67
30	5000	540.67
30	5000	538.61
30	5000	536.66
30	5000	536.24
30	5000	538.36
30	5000	544.26
30	5000	540.39
30	5000	539.62
30	5000	542.47
30	5000	539.37
30	5000	543.97
30	5000	534.76
30	5000	542.36
50	10000	2240.86
50	10000	2213.23
50	10000	2196.98
50	10000	2200.8
50	10000	2185.42
50	10000	2180.02
50	10000	2176.29
50	10000	2195.84
50	10000	2237.8
50	10000	2210.43
50	10000	2182.93
50	10000	2198.79
50	10000	2183.7
50	10000	2201.02
50	10000	2230.84
50	10000	2213.91
50	10000	2192.06
50	10000	2199.45
50	10000	2293.13
50	10000	2210.79
50	10000	2223.24
50	10000	2210.79
50	10000	2211.47
50	10000	2201.23
50	10000	2260.67
50	10000	2306.34
50	10000	2327.64
50	10000	2238.29
50	10000	2207.63
50	10000	2206.72
50	10000	2241.66
50	10000	2314.1
50	10000	2293.15
50	10000	2198.63
50	10000	2210.1
50	10000	2190.37
50	10000	2175.81
50	10000	2194.11
50	10000	2169.93
50	10000	2175.93
